ticket_id,pregunta,respuesta,fecha,categoria
524,"Como concejal municipal del distrito de San Estanislao, Dpto de San Pëdro, quisiera informar al Ministerio del Trabajo que como concejal municipal no he percibido mis dietas durante 11 meses mas el aguinaldo.

Mi cedula de identidad es 1855986.

Espero se haga justicia","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede comunicarse con el Ministerio de Trabajo, Empleo y Seguridad Social a los siguientes números:
(021) 448183 / (021) 493202 / (021) 448485
Dirección:  Luis Alberto de Herrera esquina Paraguarí 
Correo Electrónico: info@mtess.gov.py 

El sitio web de dicho ministerio es www.mtees.gov.py

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                 
                                                         Atención al ciudadano – Portal Único de Gobierno

",2015-01-02 12:25:59,TRABAJO Y EMPLEO
525,"Ministerio de Justicia y Trabajo quisiera saber como realizar en tramite correspondiente para presentar mi curriculum vitae para la búsqueda de trabajo por medio de ""Mi Primer Empleo""
Esperando una repuesta favorable. Me despido con el respeto merecido. 
Atte. El Interesado","Institución a la que va dirigida su consulta
Ministerio de justicia y trabajo quiero para mi primer empleo
Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede contactar con la Dirección General de Empleo y llenar el formulario con el currículum vitae adjuntado en el siguiente enlace: http://empleo.mtess.gov.py/contactos.html

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                          Atención al ciudadano – Portal Único de Gobierno
",2015-01-02 15:25:06,general
525,"Ministerio de Justicia y Trabajo quisiera saber como realizar en tramite correspondiente para presentar mi curriculum vitae para la búsqueda de trabajo por medio de ""Mi Primer Empleo""
Esperando una repuesta favorable. Me despido con el respeto merecido. 
Atte. El Interesado","Institución a la que va dirigida su consulta
Ministerio de justicia y trabajo quiero para mi primer empleo
Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede contactar con la Dirección General de Empleo y llenar el formulario con el currículum vitae adjuntado en el siguiente enlace: http://empleo.mtess.gov.py/contactos.html

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                          Atención al ciudadano – Portal Único de Gobierno
",2015-01-02 15:25:06,general
527,"Consulta por el pago de 3ra edad.
Buenos dias, estoy escribiendo para averiguar sobre los tramites para el cobro de la pension de tercera edad  del señor Tomas Obregon Rotela con C.I. Nro 7399266 que hasta el dia de la fecha no recibio su tarjeta y por lo tanto no percibe su pension correspondiente. El señor Tomas es una persona de escasos recursos y necesita con urgencia ese pequeño ingreso para poder sobrevivir. Espero una respuesta por favor. Gracias","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Usted puede comunicarse al Centro de Atención y Reclamos – CAR a los teléfonos 021 493 723 / 021 449 942 de 07:00 a 13:00 horas. Dirección General de Jubilaciones y Pensiones del Ministerio de Hacienda.  
Asimismo puede dirigirse vía correo electrónico a jubilaciones@hacienda.gov.py. 

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente, 
                                                         Atención al ciudadano – Portal Único de Gobierno
",2015-01-04 10:03:41,VIVIENDA Y FAMILIA
528,"Buenos días,

Por favor, necesitamos encontrar los convenios contra la doble imposición suscritos por la República del Paraguay.

Sobre todo necesitamos los tratados del ámbito que va más allá de los convenios suscritos meramente para el sector de transporte aéreo y marítimo.

No he mos logrado encontrar documentos para descargar, salvo el tratado suscrito con Chile.

Les agradecemos de antemano su tiempo y atención y les deseamos un feliz y próspero año 2015.

Saludos cordiales,

Rene de la Vega","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

En los siguientes enlaces tendrá acceso a las resoluciones que tengan relación con la doble imposición:

Resolución Nro 87/2012- SET : http://goo.gl/HD00za

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay
La consulta ya fue respondida
",2015-01-05 09:40:41,TRANSPORTE E INFRAESTRUCTURA
529,"Consulta dirigida a la Corte Suprema de Justicia o donde corresponda:
Soy un docente español, residente en Paraguay desde el año 2000. Tengo mi radicación permanente desde 2002. En marzo del 2005 comencé los trámites para obtener mi carta de Naturalización.A diez años del inicio de este trámite, aún no se me otorga,a pesar de que el expediente está completo y ya han firmado varios Ministros de la Corte, y muchas veces se han presentado urgimientos. ¿A quién puedo recurrir para conseguir mi Carta de Naturalización? Mi expediente se halla registrado en la Secretaría Judicial II, a cargo de Alejandrino Cuevas, bajo el Nº 11, folio 1, caratulado: José Antonio Perals Salvatella S/Carta de Naturalización.
Mi CIN es: 4.917.125
","Institución a la que va dirigida su consulta: 
Poder Judicial o Corte Suprema de Justicia
Secretaría Judicial Nº 2 (Torre Norte, piso 9º)
Secretario General de la Secretaría Judicial II: Abog. Alejandrino Cuevas
Asunto: Urgimiento Carta de Naturalización
Expediente: Nº 11, folio 1, caratulado: José Antonio Perals Salvatella S/Carta de Naturalización
Tramite iniciado en marzo del 2005

Ticket marcado por el sistema como vencido.

Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Usted puede comunicarse con el Abg. Alejandrino Cuevas a través de los siguientes números
Teléfono línea directa: 424 - 198 , 480 - 221
Internos: 3037 , 3038 , 3039 , 3040  
o puede acudir a esta pagina http://goo.gl/XKh6RJ


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay

La consulta ya fue respondida
",2015-01-05 15:26:24,JUSTICIA
530,Ministerio de Salud publica ,"Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Puede visitar la pagina web de la Secretaría de la Función Pública (SFP), en la sección de Concursos donde podrá conocer las vacancias y cargos disponibles en todas las instituciones públicas del país, aquí le facilitamos un enlace directo:

https://www.paraguayconcursa.gov.py/sicca/Portal.seam?logic=and&amp;cid=40663

o llamar al teléfono 021 451 925 / 492 109, en el área de Concursos de dicha secretaría.

En cuanto a concursos realizados por el MSPyBS puede ingresar al siguiente link:
http://www.mspbs.gov.py/rrhh/category/concursos/


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,

                                                       Atención al ciudadano – Portal Único de Gobierno
",2015-01-05 17:26:59,SALUD
535,"Ministerio de Salud Publica y bienestar social

Buenas Tardes. Existen vacantes en el area de salud mental","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Puede visitar la pagina web de la Secretaría de la Función Pública (SFP), en la sección de Concursos donde podrá conocer las vacancias y cargos disponibles en todas las instituciones públicas del país, aquí le facilitamos un enlace directo:

https://www.paraguayconcursa.gov.py/sicca/Portal.seam?logic=and&amp;cid=40663

o llamar al teléfono 021 451 925 / 492 109, en el área de Concursos de dicha secretaría.

En cuanto a concursos realizados por el MSPyBS puede ingresar al siguiente link:
http://www.mspbs.gov.py/rrhh/category/concursos/


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,

                                                       Atención al ciudadano – Portal Único de Gobierno
",2015-01-05 17:29:11,SALUD
536,"ALQUILERES, CUANTO TRIBUTA?","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Puede comunicarse de manera gratuita al call center de la Secretaría de Estado de Tributación 021 417 7000 para alguna consulta en particular.


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

                                                                      Atención Ciudadana - Portal Paraguay
",2015-01-06 12:26:04,"FINANZAS, ECONOMIAS Y NEGOCIOS"
537,Registro dela Propiedad,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:


Usted  puede acceder http://goo.gl/QQlqyb para mas informacion.



A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay
La consulta ya fue respondida
",2015-01-06 22:00:44,VIVIENDA Y FAMILIA
